"Indeks","IndeksSkanu","IndeksZlecenia","IndeksDodatka","Duplicated"
785459,797180,313555,,0
785460,797181,313555,,1
785461,797182,313560,,0
785462,797183,313560,,1
785463,797185,313561,,0
785464,797187,313408,,0
785465,797188,313561,,1
785466,797190,313402,,0
785467,797191,313402,,0
785477,797209,313561,,1
785478,797210,313417,,0
785479,797211,313560,,1
785480,797212,313560,,1
785481,797214,313561,,1
785482,797216,313548,,0
785483,797218,313549,,0
785484,797219,313550,,0
785485,797221,313560,,1
785486,797223,313555,,1
785487,797225,313548,,1
785488,797228,313548,,1
785489,797232,313549,,1
785490,797234,313549,,1
785491,797238,313559,,0
785492,797240,313550,,1
785493,797242,313555,,1
785494,797244,313555,,1
785495,797246,313548,,1
785496,797248,313548,,1
785497,797250,313559,,1
785498,797252,313560,,1
785499,797254,313549,,1
785500,797256,313549,,1
785501,797258,313555,,1
785502,797260,313561,,1
785503,797262,313561,,1
785504,797265,313555,,1
785505,797267,313559,,1
785506,797270,313543,,0
785509,797296,313543,,1
785510,797303,313546,,0
785511,797309,313547,,0
785512,797311,313546,,1
785513,797314,313544,,0
785514,797316,313545,,0
785515,797318,313410,,0
785516,797319,313547,,1
785517,797322,313409,,0
785518,797323,313546,,1
785519,797325,313543,,1
785521,797329,313462,,1
785522,797330,313461,,1
785523,797331,313460,,1
785524,797332,313461,,1
785525,797333,313465,,1
785526,797335,313462,,1
785527,797336,313463,,0
785528,797337,313466,,1
785529,797338,313464,,1
785530,797339,313469,,0
785531,797340,313460,,1
785532,797341,313461,,1
785533,797342,313470,,0
785534,797343,313465,,1
785535,797344,313466,,1
785536,797345,313458,,0
785537,797346,313467,,0
785538,797347,313468,,0
785539,797350,313458,,1
785540,797352,313467,,1
785541,797353,313459,,0
785542,797354,313469,,1
785543,797355,313470,,1
785544,797356,313469,,1
785545,797357,313459,,1
785546,797358,313468,,1
785547,797359,313470,,1
785548,797360,313458,,1
785549,797362,313459,,1
785550,797363,313460,,1
785551,797364,313460,,1
785552,797365,313467,,1
785553,797366,313468,,1
785554,797367,313465,,1
785555,797368,313463,,1
785556,797369,313458,,1
785557,797370,313459,,1
785558,797371,313461,,1
785559,797372,313462,,1
785560,797373,313463,,1
785561,797374,313463,,1
785562,797377,313460,,1
785563,797378,313461,,1
785564,797380,313462,,1
785565,797382,313466,,1
785566,797383,313461,,1
785567,797385,313465,,1
785568,797386,313464,,1
785569,797388,313393,,1
785570,797389,313443,,0
785571,797390,313450,,0
785572,797391,313450,,1
785573,797392,313451,,0
785574,797393,313448,,0
785575,797394,313443,,1
785576,797395,313445,,0
785577,797396,313445,,1
785578,797397,313446,,0
785579,797398,313447,,0
785580,797399,313395,,1
785581,797400,313398,,1
785582,797401,313393,,1
785583,797402,313445,,1
785584,797403,313444,,0
785585,797404,313448,,1
785586,797405,313450,,1
785587,797406,313449,,0
785588,797407,313454,,1
785589,797408,313452,,0
785590,797409,313456,,0
785591,797410,313452,,1
785592,797411,313454,,1
785593,797412,313453,,0
785594,797413,313454,,1
785595,797414,313455,,1
785596,797415,313456,,1
785597,797416,313452,,1
785598,797417,313456,,1
785599,797418,313452,,1
785600,797419,313457,,0
785601,797420,313453,,1
785602,797421,313457,,1
785603,797422,313457,,1
785604,797423,313455,,1
785605,797424,313454,,1
785606,797425,313455,,1
785607,797426,313446,,1
785608,797427,313444,,1
785609,797428,313446,,1
785610,797429,313445,,1
785611,797430,313447,,1
785612,797431,313446,,1
785613,797432,313447,,1
785614,797433,313448,,1
785615,797434,313449,,1
785616,797435,313449,,1
785617,797436,313443,,1
785618,797437,313450,,1
785619,797438,313451,,1
785620,797439,313451,,1
785621,797440,313447,,1
785622,797441,313451,,1
785623,797442,313449,,1
785624,797443,313444,,1
785625,797444,313443,,1
785626,797445,313456,,1
785627,797448,313558,,1
785628,797449,313558,,1
785629,797450,313567,,1
785630,797451,313558,,1
785631,797452,313558,,1
785632,797453,313519,,1
785633,797454,313568,,1
785634,797456,313408,,0
785635,797457,313414,,0
785636,797458,313586,,0
785637,797458,313587,,0
785638,797458,313592,,0
785639,797459,313544,,1
785640,797461,313457,,0
785641,797462,313545,,1
785642,797465,313544,,1
785643,797466,313547,,1
785644,797468,313545,,1
785645,797472,313453,,0
785646,797473,313542,,0
785647,797474,313452,,0
785648,797476,313542,,1
785649,797477,313409,,0
785650,797478,313417,,0
785651,797479,313592,,0
785652,797480,313560,,1
785653,797481,313592,,1
785654,797482,313550,,1
785655,797483,313592,,1
785656,797484,313456,,0
785657,797485,313592,,1
785658,797486,313550,,1
785661,797490,313560,,1
785664,797500,313589,,0
785665,797502,313559,,1
785666,797504,313589,,1
785667,797505,313588,,0
785668,797506,313561,,1
785669,797508,313561,,1
785670,797510,313588,,1
785671,797511,313590,,0
785672,797512,313589,,1
785673,797513,313588,,1
785674,797514,313590,,1
785675,797515,313590,,1
785676,797516,313560,,1
785677,797517,313590,,1
785678,797519,313411,,0
785679,797520,313589,,1
785680,797521,313550,,1
785681,797522,313588,,1
785682,797523,313591,,0
785683,797524,313591,,1
785684,797525,313591,,1
785685,797526,313591,,1
785687,797529,313418,,0
785688,797530,313413,,0
785689,797531,313419,,0
785690,797532,313420,,0
785691,797533,313418,,0
785692,797535,313421,,0
785693,797536,313411,,0
785694,797537,313620,,0
785695,797540,313615,,0
785696,797542,313412,,0
785697,797543,313621,,0
785698,797545,313616,,0
785699,797547,313617,,0
785700,797548,313422,,0
785701,797549,313419,,0
785702,797551,313611,,0
785703,797554,313423,,0
785704,797555,313612,,0
785709,797561,313613,,0
785712,797569,313614,,0
785713,797570,313414,,0
785714,797571,313412,,0
785715,797573,313618,,0
785716,797575,313420,,0
785717,797576,313605,,0
785718,797577,313638,,0
785720,797580,313608,,0
785721,797583,313415,,0
785722,797584,313586,,0
785723,797585,313416,,0
785724,797586,313611,,1
785726,797589,313637,,0
785727,797590,313611,,1
785728,797592,313612,,1
785729,797593,313637,,1
785730,797594,313356,,0
785731,797597,313615,,1
785732,797600,313619,,0
785733,797601,313637,,1
785734,797603,313613,,1
785735,797605,313637,,1
785736,797606,313615,,1
785737,797609,313619,,1
785738,797611,313634,,0
785739,797612,313612,,1
785740,797614,313616,,1
785741,797615,313482,,0
785742,797617,313617,,1
785743,797619,313636,,0
785744,797620,313421,,0
785745,797621,313636,,1
785746,797622,313443,,0
785747,797623,313620,,1
785748,797625,313616,,1
785749,797627,313617,,1
785750,797630,313443,,0
785751,797631,313613,,1
785752,797632,313635,,0
785753,797634,313636,,1
785754,797635,313618,,1
785755,797637,313618,,1
785756,797639,313636,,1
785757,797641,313635,,1
785758,797642,313614,,1
785759,797644,313619,,1
785760,797646,313605,,1
785761,797648,313424,,0
785762,797649,313444,,0
785763,797650,313611,,1
785764,797651,313444,,0
785765,797652,313425,,0
785766,797653,313477,,0
785767,797654,313386,,0
785768,797654,313387,,0
785769,797655,313445,,0
785770,797656,313426,,0
785771,797657,313445,,0
785772,797658,313425,,0
785773,797659,313427,,0
785774,797660,313446,,0
785775,797661,313446,,0
785778,797665,313619,,1
785779,797667,313605,,1
785780,797668,313428,,0
785781,797669,313612,,1
785782,797671,313608,,1
785783,797673,313608,,1
785784,797674,313613,,1
785785,797675,313447,,0
785786,797677,313620,,1
785788,797679,313621,,1
785789,797680,313447,,0
785790,797682,313621,,1
785791,797684,313611,,1
785792,797686,313612,,1
785793,797687,313429,,0
785794,797688,313613,,1
785795,797690,313614,,1
785796,797692,313448,,0
785797,797693,313615,,1
785798,797695,313616,,1
785799,797697,313448,,0
785800,797698,313614,,1
785801,797700,313614,,1
785802,797701,313430,,0
785803,797703,313620,,1
785804,797705,313620,,1
785805,797706,313617,,1
785806,797709,313424,,0
785807,797710,313621,,1
785808,797713,313449,,0
785809,797714,313615,,1
785810,797716,313616,,1
785811,797718,313617,,1
785812,797720,313618,,1
785813,797722,313608,,1
785814,797723,313449,,0
785815,797724,313450,,0
785816,797725,313431,,0
785817,797727,313618,,1
785818,797729,313450,,0
785819,797730,313451,,0
785822,797735,313432,,0
785837,797758,313451,,0
785839,797760,313607,,0
785840,797762,313606,,0
785842,797766,313606,,1
785843,797768,313606,,1
785844,797770,313433,,0
785845,797771,313607,,1
785846,797773,313607,,1
785847,797775,313606,,1
785848,797777,313434,,0
785849,797779,313422,,0
785850,797780,313453,,0
785859,797796,313423,,0
785865,797802,313626,,0
785868,797805,313622,,0
785869,797806,313623,,0
785870,797807,313622,,1
785871,797808,313623,,1
785872,797809,313624,,0
785874,797811,313452,,0
785875,797812,313626,,1
785876,797813,313625,,0
785877,797814,313625,,1
785878,797815,313639,,0
785879,797816,313622,,1
785880,797817,313639,,1
785881,797818,313627,,0
785882,797819,313516,,0
785883,797820,313630,,0
785884,797821,313627,,1
785885,797822,313627,,1
785886,797823,313629,,0
785887,797824,313627,,1
785888,797825,313624,,1
785889,797826,313386,,0
785890,797826,313387,,0
785891,797829,313629,,1
785892,797830,313517,,0
785893,797831,313623,,1
785894,797832,313629,,1
785895,797833,313626,,1
785896,797834,313628,,0
785897,797835,313518,,0
785898,797836,313624,,1
785899,797837,313631,,0
785900,797838,313625,,1
785901,797839,313631,,1
785902,797840,313626,,1
785903,797841,313524,,0
785904,797843,313632,,0
785905,797844,313530,,0
785906,797845,313625,,1
785908,797847,313531,,0
785909,797849,313532,,0
785910,797851,313632,,1
785911,797852,313527,,0
785912,797854,313639,,1
785913,797855,313638,,1
785914,797856,313527,,1
785915,797857,313639,,1
785916,797858,313528,,0
785917,797860,313638,,1
785918,797861,313630,,1
785919,797862,313631,,1
785920,797864,313532,,1
785921,797865,313628,,1
785922,797867,313532,,1
785923,797868,313632,,1
785924,797869,313533,,0
785925,797872,313632,,1
785926,797874,313628,,1
785927,797876,313638,,1
785928,797877,313524,,1
785929,797879,313638,,1
785930,797880,313455,,0
785931,797881,313530,,1
785932,797883,313530,,1
785933,797886,313531,,1
785934,797888,313530,,1
785935,797889,313531,,1
785936,797891,313501,,0
785937,797892,313532,,1
785938,797894,313531,,1
785939,797897,313533,,1
785940,797899,313533,,1
785941,797901,313529,,0
785942,797903,313524,,1
785943,797906,313525,,0
785944,797908,313515,,0
785945,797909,313533,,1
785946,797910,313502,,0
785947,797911,313525,,1
785948,797913,313526,,0
785949,797916,313522,,0
785950,797917,313526,,1
785951,797919,313567,,0
785952,797920,313503,,0
785953,797921,313568,,0
785954,797922,313504,,0
785957,797927,313521,,0
785960,797932,313527,,1
785962,797935,313528,,1
785963,797936,313501,,0
785964,797937,313505,,0
785966,797940,313529,,1
785968,797944,313527,,1
785971,797951,313528,,1
785973,797953,313529,,1
785976,797957,313558,,0
785977,797958,313528,,1
785978,797960,313529,,1
785979,797961,313506,,0
785981,797966,313524,,1
785982,797968,313525,,1
785983,797971,313525,,1
785984,797975,313526,,1
785985,797978,313523,,0
785986,797980,313523,,1
785987,797982,313523,,1
785988,797985,313507,,0
785989,797986,313523,,1
785990,797987,313508,,0
785991,797988,313556,,0
785992,797990,313534,,0
785993,797992,313535,,0
785994,797995,313536,,0
785996,797998,313537,,0
785997,798000,313509,,0
785998,798001,313538,,0
786002,798006,313510,,0
786009,798019,313468,,0
786011,798031,313467,,0
786012,798037,313568,,0
786019,798050,313554,,0
786022,798054,313537,,1
786023,798056,313537,,1
786024,798058,313556,,1
786025,798061,313557,,0
786026,798063,313511,,0
786027,798064,313534,,1
786028,798065,313535,,1
786029,798066,313554,,1
786030,798068,313534,,1
786031,798069,313512,,0
786032,798071,313538,,1
786033,798072,313556,,1
786034,798074,313557,,1
786036,798077,313539,,0
786037,798079,313534,,1
786038,798081,313535,,1
786039,798083,313558,,0
786040,798085,313536,,1
786041,798086,313513,,0
786042,798089,313388,,0
786043,798089,313389,,0
786044,798090,313557,,1
786045,798093,313538,,1
786046,798097,313554,,1
786047,798098,313514,,0
786048,798100,313537,,1
786049,798102,313538,,1
786050,798105,313539,,1
786051,798107,313536,,1
786052,798112,313557,,1
786053,798115,313539,,1
786055,798121,313554,,1
786056,798123,313562,,0
786057,798124,313556,,1
786058,798126,313535,,1
786059,798128,313536,,1
786060,798130,313709,,0
786061,798131,313564,,0
786064,798133,313563,,0
786065,798135,313597,,0
786066,798136,313708,,0
786067,798138,313598,,0
786068,798140,313563,,0
786069,798141,313609,,0
786070,798142,313516,,0
786071,798143,313565,,0
786072,798144,313716,,0
786073,798147,313610,,0
786074,798148,313717,,0
786075,798149,313567,,0
786076,798150,313502,,0
786077,798151,313598,,1
786078,798153,313721,,0
786079,798154,313709,,1
786080,798155,313709,,1
786081,798156,313553,,0
786082,798157,313711,,0
786083,798158,313712,,0
786084,798159,313716,,1
786085,798160,313708,,1
786086,798161,313562,,0
786087,798162,313708,,1
786088,798163,313599,,0
786089,798164,313717,,1
786090,798165,313713,,0
786091,798167,313718,,0
786092,798169,313719,,0
786093,798170,313722,,0
786094,798171,313723,,0
786095,798173,313569,,0
786096,798174,313564,,0
786099,798177,313600,,0
786100,798178,313510,,0
786101,798180,313599,,1
786102,798182,313600,,1
786103,798185,313565,,0
786104,798186,313597,,1
786106,798190,313598,,1
786107,798191,313609,,1
786108,798193,313601,,0
786109,798196,313603,,0
786110,798198,313604,,0
786111,798202,313553,,0
786112,798203,313718,,1
786113,798204,313609,,1
786114,798205,313714,,0
786115,798206,313597,,1
786116,798208,313719,,1
786117,798210,313714,,1
786118,798211,313708,,1
786119,798212,313601,,1
786120,798213,313515,,0
786121,798215,313602,,0
786122,798216,313709,,1
786123,798218,313569,,0
786124,798220,313610,,1
786125,798221,313715,,0
786126,798222,313609,,1
786127,798224,313716,,1
786128,798225,313610,,1
786129,798226,313511,,0
786130,798227,313710,,0
786131,798228,313598,,1
786132,798230,313672,,0
786133,798231,313599,,1
786134,798232,313672,,1
786135,798233,313600,,1
786136,798234,313514,,0
786137,798235,313720,,0
786138,798236,313601,,1
786139,798237,313522,,0
786142,798241,313721,,1
786143,798242,313602,,1
786144,798243,313720,,1
786145,798245,313717,,1
786146,798246,313722,,1
786147,798247,313723,,1
786148,798248,313478,,0
786149,798249,313599,,1
786150,798250,313711,,1
786151,798252,313601,,1
786152,798253,313715,,1
786153,798256,313602,,1
786154,798257,313716,,1
786155,798258,313610,,1
786156,798260,313504,,0
786157,798261,313712,,1
786158,798262,313603,,1
786159,798263,313717,,1
786160,798265,313604,,1
786161,798266,313718,,1
786162,798268,313710,,1
786163,798269,313600,,1
786164,798271,313711,,1
786165,798272,313603,,1
786166,798274,313604,,1
786167,798275,313712,,1
786168,798276,313603,,1
786169,798277,313721,,1
786170,798279,313604,,1
786171,798280,313673,,0
786172,798282,313718,,1
786173,798285,313673,,1
786174,798286,313674,,0
786175,798287,313675,,0
786176,798288,313709,,1
786179,798290,313674,,1
786180,798291,313509,,0
786181,798292,313675,,1
786182,798293,313708,,1
786183,798294,313713,,1
786184,798295,313714,,1
786185,798296,313713,,1
786186,798298,313715,,1
786189,798300,313672,,1
786190,798301,313710,,1
786191,798302,313672,,1
786192,798303,313710,,1
786193,798304,313551,,0
786194,798305,313552,,0
786195,798306,313673,,1
786196,798307,313551,,1
786197,798308,313711,,1
786198,798310,313507,,0
786199,798311,313551,,1
786200,798313,313674,,1
786201,798314,313551,,1
786202,798320,313552,,1
786203,798321,313712,,1
786204,798322,313673,,1
786205,798323,313720,,1
786206,798324,313675,,1
786207,798325,313713,,1
786208,798326,313506,,0
786209,798327,313674,,1
786210,798328,313715,,1
786211,798329,313552,,1
786212,798331,313552,,1
786213,798332,313675,,1
786214,798333,313720,,1
786215,798334,313721,,1
786216,798335,313722,,1
786217,798336,313723,,1
786218,798337,313513,,0
786219,798338,313540,,0
786220,798339,313541,,0
786221,798340,313416,,0
786222,798342,313540,,1
786223,798344,313541,,1
786226,798348,313541,,1
786227,798350,313540,,1
786228,798352,313541,,1
786229,798353,313756,,0
786230,798355,313388,,0
786231,798355,313389,,0
786232,798357,313388,,0
786233,798357,313389,,0
786234,798358,313480,,0
786235,798359,313479,,0
786236,798360,313568,,0
786237,798361,313567,,0
786238,798363,313559,,0
786239,798364,313559,,0
786240,798365,313555,,0
786241,798366,313560,,0
786242,798368,313566,,0
786243,798369,313561,,0
786244,798370,313735,,0
786245,798371,313566,,0
786246,798372,313548,,0
786247,798373,313389,,0
786249,798378,313745,,0
786250,798381,313413,,0
786251,798382,313549,,0
786252,798383,313548,,0
786253,798384,313550,,0
786254,798390,313545,,0
786255,798391,313740,,0
786256,798394,313508,,0
786257,798395,313512,,0
786258,798396,313546,,0
786259,798397,313735,,1
786260,798399,313754,,0
786261,798401,313714,,1
786262,798402,313746,,0
786263,798404,313747,,0
786264,798405,313722,,1
786265,798408,313719,,1
786266,798409,313739,,0
786268,798412,313740,,1
786269,798413,313719,,1
786270,798415,313752,,0
786271,798416,313723,,1
786272,798420,313607,,0
786273,798421,313550,,0
786274,798422,313747,,1
786275,798424,313734,,0
786276,798425,313549,,0
786277,798426,313505,,0
786278,798427,313735,,1
786279,798429,313543,,0
786280,798430,313730,,0
