Indeks,Archiwum,Data,DataWejscia,DataZakonczenia,Del,Diler,FirstStanowisko,Hiden,ErrIdx,Klient,LiczbaSzklen,NipDilera,Oscieznica,Pozycja,Skanowanie,Skrzydlo,srcdoc,Stanowisko,StanowiskoPoprzednie,Sztuka,TerminRealizacji,Zakonczone,Zlecenie,ZlecenieDilera,DodOpis,optym,TerminProdukcji,Optymalizacja,DbWHOkna,KodBiura,OptSrcdoc,Vip,ObrazekOsc,ObrazekSkr,Referencja,Priorytet,IloscJedn,Idx_typu,Typ,IloscJednPoz,PozycjaLp,Country,FrameWidth,FrameHeight,SashWidth,SashHeight,Glazing,GlazingFrame,GlazingFrameColor,Color,Paczka
313187,0,,2022-01-03 07:26:00.000,,0,WDX_EXPORT,,0,0,Vilmstata UAB,1,WDX_EXPORT,1,1,,1,25138,,,1,2020-02-24 00:00:00.000,0,KDV194000:1      ,KDV194000:1,,11644,2020-02-28 00:00:00.000,OPT/194000:1,5,WDX_EXPORT,25214,0,3taf07  ,7iga5f  ,Daugiabutis,3,0,244,KOE 76 Langas,0,1,,1460,1690,909,1239,4GNP-18TGI-4-18TGI-4GNP,Remelis,TGI  PILKAS RAL 7035,,
313188,0,,2022-01-03 07:26:00.000,,0,WDX_EXPORT,,0,0,Vilmstata UAB,1,WDX_EXPORT,1,1,,1,25138,,,2,2020-02-24 00:00:00.000,0,KDV194000:1      ,KDV194000:1,,11644,2020-02-28 00:00:00.000,OPT/194000:1,5,WDX_EXPORT,25214,0,3taf07  ,7iga5f  ,Daugiabutis,3,0,244,KOE 76 Langas,0,1,,1460,1690,909,1239,4GNP-18TGI-4-18TGI-4GNP,Remelis,TGI  PILKAS RAL 7035,,
313189,0,,2022-01-03 07:26:00.000,,0,WDX_EXPORT,,0,0,Vilmstata UAB,1,WDX_EXPORT,1,1,,1,25138,,,3,2020-02-24 00:00:00.000,0,KDV194000:1      ,KDV194000:1,,11644,2020-02-28 00:00:00.000,OPT/194000:1,5,WDX_EXPORT,25214,0,3taf07  ,7iga5f  ,Daugiabutis,3,0,244,KOE 76 Langas,0,1,,1460,1690,909,1239,4GNP-18TGI-4-18TGI-4GNP,Remelis,TGI  PILKAS RAL 7035,,
313190,0,,2022-01-03 07:26:00.000,,0,WDX_EXPORT,,0,0,Vilmstata UAB,1,WDX_EXPORT,1,1,,1,25138,,,4,2020-02-24 00:00:00.000,0,KDV194000:1      ,KDV194000:1,,11644,2020-02-28 00:00:00.000,OPT/194000:1,5,WDX_EXPORT,25214,0,3taf07  ,7iga5f  ,Daugiabutis,3,0,244,KOE 76 Langas,0,1,,1460,1690,909,1239,4GNP-18TGI-4-18TGI-4GNP,Remelis,TGI  PILKAS RAL 7035,,
313191,0,,2022-01-03 07:26:00.000,,0,WDX_EXPORT,,0,0,Vilmstata UAB,1,WDX_EXPORT,1,1,,1,25138,,,5,2020-02-24 00:00:00.000,0,KDV194000:1      ,KDV194000:1,,11644,2020-02-28 00:00:00.000,OPT/194000:1,5,WDX_EXPORT,25214,0,3taf07  ,7iga5f  ,Daugiabutis,3,0,244,KOE 76 Langas,0,1,,1460,1690,909,1239,4GNP-18TGI-4-18TGI-4GNP,Remelis,TGI  PILKAS RAL 7035,,
313192,0,,2022-01-03 07:26:00.000,,0,WDX_EXPORT,,0,0,Vilmstata UAB,1,WDX_EXPORT,1,1,,1,25138,,,6,2020-02-24 00:00:00.000,0,KDV194000:1      ,KDV194000:1,,11644,2020-02-28 00:00:00.000,OPT/194000:1,5,WDX_EXPORT,25214,0,3taf07  ,7iga5f  ,Daugiabutis,3,0,244,KOE 76 Langas,0,1,,1460,1690,909,1239,4GNP-18TGI-4-18TGI-4GNP,Remelis,TGI  PILKAS RAL 7035,,
313193,0,,2022-01-03 07:26:00.000,,0,WDX_EXPORT,,0,0,Vilmstata UAB,1,WDX_EXPORT,1,1,,1,25138,,,7,2020-02-24 00:00:00.000,0,KDV194000:1      ,KDV194000:1,,11644,2020-02-28 00:00:00.000,OPT/194000:1,5,WDX_EXPORT,25214,0,3taf07  ,7iga5f  ,Daugiabutis,3,0,244,KOE 76 Langas,0,1,,1460,1690,909,1239,4GNP-18TGI-4-18TGI-4GNP,Remelis,TGI  PILKAS RAL 7035,,
313194,0,,2022-01-03 07:26:00.000,,0,WDX_EXPORT,,0,0,Vilmstata UAB,1,WDX_EXPORT,1,1,,1,25138,,,8,2020-02-24 00:00:00.000,0,KDV194000:1      ,KDV194000:1,,11644,2020-02-28 00:00:00.000,OPT/194000:1,5,WDX_EXPORT,25214,0,3taf07  ,7iga5f  ,Daugiabutis,3,0,244,KOE 76 Langas,0,1,,1460,1690,909,1239,4GNP-18TGI-4-18TGI-4GNP,Remelis,TGI  PILKAS RAL 7035,,
313195,0,,2022-01-03 07:26:00.000,,0,WDX_EXPORT,,0,0,Vilmstata UAB,1,WDX_EXPORT,1,1,,1,25138,,,9,2020-02-24 00:00:00.000,0,KDV194000:1      ,KDV194000:1,,11644,2020-02-28 00:00:00.000,OPT/194000:1,5,WDX_EXPORT,25214,0,3taf07  ,7iga5f  ,Daugiabutis,3,0,244,KOE 76 Langas,0,1,,1460,1690,909,1239,4GNP-18TGI-4-18TGI-4GNP,Remelis,TGI  PILKAS RAL 7035,,
313196,0,,2022-01-03 07:26:00.000,,0,WDX_EXPORT,,0,0,Vilmstata UAB,1,WDX_EXPORT,1,1,,1,25138,,,10,2020-02-24 00:00:00.000,0,KDV194000:1      ,KDV194000:1,,11644,2020-02-28 00:00:00.000,OPT/194000:1,5,WDX_EXPORT,25214,0,3taf07  ,7iga5f  ,Daugiabutis,3,0,244,KOE 76 Langas,0,1,,1460,1690,909,1239,4GNP-18TGI-4-18TGI-4GNP,Remelis,TGI  PILKAS RAL 7035,,
313197,0,,2022-01-03 07:26:00.000,,0,WDX_EXPORT,,0,0,Vilmstata UAB,1,WDX_EXPORT,1,1,,1,25138,,,11,2020-02-24 00:00:00.000,0,KDV194000:1      ,KDV194000:1,,11644,2020-02-28 00:00:00.000,OPT/194000:1,5,WDX_EXPORT,25214,0,3taf07  ,7iga5f  ,Daugiabutis,3,0,244,KOE 76 Langas,0,1,,1460,1690,909,1239,4GNP-18TGI-4-18TGI-4GNP,Remelis,TGI  PILKAS RAL 7035,,
313198,0,,2022-01-03 07:26:00.000,,0,WDX_EXPORT,,0,0,Vilmstata UAB,1,WDX_EXPORT,1,1,,1,25138,,,12,2020-02-24 00:00:00.000,0,KDV194000:1      ,KDV194000:1,,11644,2020-02-28 00:00:00.000,OPT/194000:1,5,WDX_EXPORT,25214,0,3taf07  ,7iga5f  ,Daugiabutis,3,0,244,KOE 76 Langas,0,1,,1460,1690,909,1239,4GNP-18TGI-4-18TGI-4GNP,Remelis,TGI  PILKAS RAL 7035,,
313199,0,,2022-01-03 07:26:00.000,,0,WDX_EXPORT,,0,0,Vilmstata UAB,1,WDX_EXPORT,1,1,,1,25138,,,13,2020-02-24 00:00:00.000,0,KDV194000:1      ,KDV194000:1,,11644,2020-02-28 00:00:00.000,OPT/194000:1,5,WDX_EXPORT,25214,0,3taf07  ,7iga5f  ,Daugiabutis,3,0,244,KOE 76 Langas,0,1,,1460,1690,909,1239,4GNP-18TGI-4-18TGI-4GNP,Remelis,TGI  PILKAS RAL 7035,,
313200,0,,2022-01-03 07:26:00.000,,0,WDX_EXPORT,,0,0,Vilmstata UAB,1,WDX_EXPORT,1,1,,1,25138,,,14,2020-02-24 00:00:00.000,0,KDV194000:1      ,KDV194000:1,,11644,2020-02-28 00:00:00.000,OPT/194000:1,5,WDX_EXPORT,25214,0,3taf07  ,7iga5f  ,Daugiabutis,3,0,244,KOE 76 Langas,0,1,,1460,1690,909,1239,4GNP-18TGI-4-18TGI-4GNP,Remelis,TGI  PILKAS RAL 7035,,
313201,0,,2022-01-03 07:26:00.000,,0,WDX_EXPORT,,0,0,Vilmstata UAB,1,WDX_EXPORT,1,1,,1,25138,,,15,2020-02-24 00:00:00.000,0,KDV194000:1      ,KDV194000:1,,11644,2020-02-28 00:00:00.000,OPT/194000:1,5,WDX_EXPORT,25214,0,3taf07  ,7iga5f  ,Daugiabutis,3,0,244,KOE 76 Langas,0,1,,1460,1690,909,1239,4GNP-18TGI-4-18TGI-4GNP,Remelis,TGI  PILKAS RAL 7035,,
313202,0,,2022-01-03 07:26:00.000,,0,WDX_EXPORT,,0,0,Vilmstata UAB,1,WDX_EXPORT,1,1,,1,25138,,,16,2020-02-24 00:00:00.000,0,KDV194000:1      ,KDV194000:1,,11644,2020-02-28 00:00:00.000,OPT/194000:1,5,WDX_EXPORT,25214,0,3taf07  ,7iga5f  ,Daugiabutis,3,0,244,KOE 76 Langas,0,1,,1460,1690,909,1239,4GNP-18TGI-4-18TGI-4GNP,Remelis,TGI  PILKAS RAL 7035,,
313203,0,,2022-01-03 07:26:00.000,,0,WDX_EXPORT,,0,0,Vilmstata UAB,1,WDX_EXPORT,1,1,,1,25138,,,17,2020-02-24 00:00:00.000,0,KDV194000:1      ,KDV194000:1,,11644,2020-02-28 00:00:00.000,OPT/194000:1,5,WDX_EXPORT,25214,0,3taf07  ,7iga5f  ,Daugiabutis,3,0,244,KOE 76 Langas,0,1,,1460,1690,909,1239,4GNP-18TGI-4-18TGI-4GNP,Remelis,TGI  PILKAS RAL 7035,,
313204,0,,2022-01-03 07:26:00.000,,0,WDX_EXPORT,,0,0,Vilmstata UAB,1,WDX_EXPORT,1,1,,1,25138,,,18,2020-02-24 00:00:00.000,0,KDV194000:1      ,KDV194000:1,,11644,2020-02-28 00:00:00.000,OPT/194000:1,5,WDX_EXPORT,25214,0,3taf07  ,7iga5f  ,Daugiabutis,3,0,244,KOE 76 Langas,0,1,,1460,1690,909,1239,4GNP-18TGI-4-18TGI-4GNP,Remelis,TGI  PILKAS RAL 7035,,
313205,0,,2022-01-03 07:26:00.000,,0,WDX_EXPORT,,0,0,Vilmstata UAB,1,WDX_EXPORT,1,1,,1,25138,,,19,2020-02-24 00:00:00.000,0,KDV194000:1      ,KDV194000:1,,11644,2020-02-28 00:00:00.000,OPT/194000:1,5,WDX_EXPORT,25214,0,3taf07  ,7iga5f  ,Daugiabutis,3,0,244,KOE 76 Langas,0,1,,1460,1690,909,1239,4GNP-18TGI-4-18TGI-4GNP,Remelis,TGI  PILKAS RAL 7035,,
313206,0,,2022-01-03 07:26:00.000,,0,WDX_EXPORT,,0,0,Vilmstata UAB,1,WDX_EXPORT,1,1,,1,25138,,,20,2020-02-24 00:00:00.000,0,KDV194000:1      ,KDV194000:1,,11644,2020-02-28 00:00:00.000,OPT/194000:1,5,WDX_EXPORT,25214,0,3taf07  ,7iga5f  ,Daugiabutis,3,0,244,KOE 76 Langas,0,1,,1460,1690,909,1239,4GNP-18TGI-4-18TGI-4GNP,Remelis,TGI  PILKAS RAL 7035,,
313207,0,,2022-01-03 07:26:00.000,,0,WDX_EXPORT,,0,0,Vilmstata UAB,1,WDX_EXPORT,1,1,,1,25138,,,21,2020-02-24 00:00:00.000,0,KDV194000:1      ,KDV194000:1,,11644,2020-02-28 00:00:00.000,OPT/194000:1,5,WDX_EXPORT,25214,0,3taf07  ,7iga5f  ,Daugiabutis,3,0,244,KOE 76 Langas,0,1,,1460,1690,909,1239,4GNP-18TGI-4-18TGI-4GNP,Remelis,TGI  PILKAS RAL 7035,,
313208,0,,2022-01-03 07:26:00.000,,0,WDX_EXPORT,,0,0,Vilmstata UAB,1,WDX_EXPORT,1,1,,1,25138,,,22,2020-02-24 00:00:00.000,0,KDV194000:1      ,KDV194000:1,,11644,2020-02-28 00:00:00.000,OPT/194000:1,5,WDX_EXPORT,25214,0,3taf07  ,7iga5f  ,Daugiabutis,3,0,244,KOE 76 Langas,0,1,,1460,1690,909,1239,4GNP-18TGI-4-18TGI-4GNP,Remelis,TGI  PILKAS RAL 7035,,
313209,0,,2022-01-03 07:26:00.000,,0,WDX_EXPORT,,0,0,Vilmstata UAB,1,WDX_EXPORT,1,1,,1,25138,,,23,2020-02-24 00:00:00.000,0,KDV194000:1      ,KDV194000:1,,11644,2020-02-28 00:00:00.000,OPT/194000:1,5,WDX_EXPORT,25214,0,3taf07  ,7iga5f  ,Daugiabutis,3,0,244,KOE 76 Langas,0,1,,1460,1690,909,1239,4GNP-18TGI-4-18TGI-4GNP,Remelis,TGI  PILKAS RAL 7035,,
313210,0,,2022-01-03 07:26:00.000,,0,WDX_EXPORT,,0,0,Vilmstata UAB,1,WDX_EXPORT,1,1,,1,25138,,,24,2020-02-24 00:00:00.000,0,KDV194000:1      ,KDV194000:1,,11644,2020-02-28 00:00:00.000,OPT/194000:1,5,WDX_EXPORT,25214,0,3taf07  ,7iga5f  ,Daugiabutis,3,0,244,KOE 76 Langas,0,1,,1460,1690,909,1239,4GNP-18TGI-4-18TGI-4GNP,Remelis,TGI  PILKAS RAL 7035,,
313211,0,,2022-01-03 07:26:00.000,,0,WDX_EXPORT,,0,0,Vilmstata UAB,1,WDX_EXPORT,1,1,,1,25138,,,25,2020-02-24 00:00:00.000,0,KDV194000:1      ,KDV194000:1,,11644,2020-02-28 00:00:00.000,OPT/194000:1,5,WDX_EXPORT,25214,0,3taf07  ,7iga5f  ,Daugiabutis,3,0,244,KOE 76 Langas,0,1,,1460,1690,909,1239,4GNP-18TGI-4-18TGI-4GNP,Remelis,TGI  PILKAS RAL 7035,,
313212,0,,2022-01-03 07:26:00.000,,0,WDX_EXPORT,,0,0,Vilmstata UAB,1,WDX_EXPORT,1,1,,1,25138,,,26,2020-02-24 00:00:00.000,0,KDV194000:1      ,KDV194000:1,,11644,2020-02-28 00:00:00.000,OPT/194000:1,5,WDX_EXPORT,25214,0,3taf07  ,7iga5f  ,Daugiabutis,3,0,244,KOE 76 Langas,0,1,,1460,1690,909,1239,4GNP-18TGI-4-18TGI-4GNP,Remelis,TGI  PILKAS RAL 7035,,
313213,0,,2022-01-03 07:26:00.000,,0,WDX_EXPORT,,0,0,Vilmstata UAB,1,WDX_EXPORT,1,1,,1,25138,,,27,2020-02-24 00:00:00.000,0,KDV194000:1      ,KDV194000:1,,11644,2020-02-28 00:00:00.000,OPT/194000:1,5,WDX_EXPORT,25214,0,3taf07  ,7iga5f  ,Daugiabutis,3,0,244,KOE 76 Langas,0,1,,1460,1690,909,1239,4GNP-18TGI-4-18TGI-4GNP,Remelis,TGI  PILKAS RAL 7035,,
313214,0,,2022-01-03 07:26:00.000,,0,WDX_EXPORT,,0,0,Vilmstata UAB,1,WDX_EXPORT,1,1,,1,25138,,,28,2020-02-24 00:00:00.000,0,KDV194000:1      ,KDV194000:1,,11644,2020-02-28 00:00:00.000,OPT/194000:1,5,WDX_EXPORT,25214,0,3taf07  ,7iga5f  ,Daugiabutis,3,0,244,KOE 76 Langas,0,1,,1460,1690,909,1239,4GNP-18TGI-4-18TGI-4GNP,Remelis,TGI  PILKAS RAL 7035,,
313215,0,,2022-01-03 07:26:00.000,,0,WDX_EXPORT,,0,0,Vilmstata UAB,1,WDX_EXPORT,1,1,,1,25138,,,29,2020-02-24 00:00:00.000,0,KDV194000:1      ,KDV194000:1,,11644,2020-02-28 00:00:00.000,OPT/194000:1,5,WDX_EXPORT,25214,0,3taf07  ,7iga5f  ,Daugiabutis,3,0,244,KOE 76 Langas,0,1,,1460,1690,909,1239,4GNP-18TGI-4-18TGI-4GNP,Remelis,TGI  PILKAS RAL 7035,,
313216,0,,2022-01-03 07:26:00.000,,0,WDX_EXPORT,,0,0,Vilmstata UAB,1,WDX_EXPORT,1,1,,1,25138,,,30,2020-02-24 00:00:00.000,0,KDV194000:1      ,KDV194000:1,,11644,2020-02-28 00:00:00.000,OPT/194000:1,5,WDX_EXPORT,25214,0,3taf07  ,7iga5f  ,Daugiabutis,3,0,244,KOE 76 Langas,0,1,,1460,1690,909,1239,4GNP-18TGI-4-18TGI-4GNP,Remelis,TGI  PILKAS RAL 7035,,
313217,0,,2022-01-03 07:26:00.000,,0,WDX_EXPORT,,0,0,Vilmstata UAB,1,WDX_EXPORT,1,1,,1,25138,,,31,2020-02-24 00:00:00.000,0,KDV194000:1      ,KDV194000:1,,11644,2020-02-28 00:00:00.000,OPT/194000:1,5,WDX_EXPORT,25214,0,3taf07  ,7iga5f  ,Daugiabutis,3,0,244,KOE 76 Langas,0,1,,1460,1690,909,1239,4GNP-18TGI-4-18TGI-4GNP,Remelis,TGI  PILKAS RAL 7035,,
313218,0,,2022-01-03 07:26:00.000,,0,WDX_EXPORT,,0,0,Vilmstata UAB,1,WDX_EXPORT,1,1,,1,25138,,,32,2020-02-24 00:00:00.000,0,KDV194000:1      ,KDV194000:1,,11644,2020-02-28 00:00:00.000,OPT/194000:1,5,WDX_EXPORT,25214,0,3taf07  ,7iga5f  ,Daugiabutis,3,0,244,KOE 76 Langas,0,1,,1460,1690,909,1239,4GNP-18TGI-4-18TGI-4GNP,Remelis,TGI  PILKAS RAL 7035,,
313219,0,,2022-01-03 07:26:00.000,,0,WDX_EXPORT,,0,0,Vilmstata UAB,1,WDX_EXPORT,1,1,,1,25138,,,33,2020-02-24 00:00:00.000,0,KDV194000:1      ,KDV194000:1,,11644,2020-02-28 00:00:00.000,OPT/194000:1,5,WDX_EXPORT,25214,0,3taf07  ,7iga5f  ,Daugiabutis,3,0,244,KOE 76 Langas,0,1,,1460,1690,909,1239,4GNP-18TGI-4-18TGI-4GNP,Remelis,TGI  PILKAS RAL 7035,,
313220,0,,2022-01-03 07:26:00.000,,0,WDX_EXPORT,,0,0,Vilmstata UAB,1,WDX_EXPORT,1,1,,1,25138,,,34,2020-02-24 00:00:00.000,0,KDV194000:1      ,KDV194000:1,,11644,2020-02-28 00:00:00.000,OPT/194000:1,5,WDX_EXPORT,25214,0,3taf07  ,7iga5f  ,Daugiabutis,3,0,244,KOE 76 Langas,0,1,,1460,1690,909,1239,4GNP-18TGI-4-18TGI-4GNP,Remelis,TGI  PILKAS RAL 7035,,
313221,0,,2022-01-03 07:26:00.000,,0,WDX_EXPORT,,0,0,Vilmstata UAB,1,WDX_EXPORT,1,1,,1,25138,,,35,2020-02-24 00:00:00.000,0,KDV194000:1      ,KDV194000:1,,11644,2020-02-28 00:00:00.000,OPT/194000:1,5,WDX_EXPORT,25214,0,3taf07  ,7iga5f  ,Daugiabutis,3,0,244,KOE 76 Langas,0,1,,1460,1690,909,1239,4GNP-18TGI-4-18TGI-4GNP,Remelis,TGI  PILKAS RAL 7035,,
313222,0,,2022-01-03 07:26:00.000,,0,WDX_EXPORT,,0,0,Vilmstata UAB,1,WDX_EXPORT,1,1,,1,25138,,,36,2020-02-24 00:00:00.000,0,KDV194000:1      ,KDV194000:1,,11644,2020-02-28 00:00:00.000,OPT/194000:1,5,WDX_EXPORT,25214,0,3taf07  ,7iga5f  ,Daugiabutis,3,0,244,KOE 76 Langas,0,1,,1460,1690,909,1239,4GNP-18TGI-4-18TGI-4GNP,Remelis,TGI  PILKAS RAL 7035,,
313223,0,,2022-01-03 07:26:00.000,,0,WDX_EXPORT,,0,0,Vilmstata UAB,1,WDX_EXPORT,1,1,,1,25138,,,37,2020-02-24 00:00:00.000,0,KDV194000:1      ,KDV194000:1,,11644,2020-02-28 00:00:00.000,OPT/194000:1,5,WDX_EXPORT,25214,0,3taf07  ,7iga5f  ,Daugiabutis,3,0,244,KOE 76 Langas,0,1,,1460,1690,909,1239,4GNP-18TGI-4-18TGI-4GNP,Remelis,TGI  PILKAS RAL 7035,,
313224,0,,2022-01-03 07:26:00.000,,0,WDX_EXPORT,,0,0,Vilmstata UAB,1,WDX_EXPORT,1,1,,1,25138,,,38,2020-02-24 00:00:00.000,0,KDV194000:1      ,KDV194000:1,,11644,2020-02-28 00:00:00.000,OPT/194000:1,5,WDX_EXPORT,25214,0,3taf07  ,7iga5f  ,Daugiabutis,3,0,244,KOE 76 Langas,0,1,,1460,1690,909,1239,4GNP-18TGI-4-18TGI-4GNP,Remelis,TGI  PILKAS RAL 7035,,
313225,0,,2022-01-03 07:26:00.000,,0,WDX_EXPORT,,0,0,Vilmstata UAB,1,WDX_EXPORT,1,1,,1,25138,,,39,2020-02-24 00:00:00.000,0,KDV194000:1      ,KDV194000:1,,11644,2020-02-28 00:00:00.000,OPT/194000:1,5,WDX_EXPORT,25214,0,3taf07  ,7iga5f  ,Daugiabutis,3,0,244,KOE 76 Langas,0,1,,1460,1690,909,1239,4GNP-18TGI-4-18TGI-4GNP,Remelis,TGI  PILKAS RAL 7035,,
313226,0,,2022-01-03 07:26:00.000,,0,WDX_EXPORT,,0,0,Vilmstata UAB,1,WDX_EXPORT,1,1,,1,25138,,,40,2020-02-24 00:00:00.000,0,KDV194000:1      ,KDV194000:1,,11644,2020-02-28 00:00:00.000,OPT/194000:1,5,WDX_EXPORT,25214,0,3taf07  ,7iga5f  ,Daugiabutis,3,0,244,KOE 76 Langas,0,1,,1460,1690,909,1239,4GNP-18TGI-4-18TGI-4GNP,Remelis,TGI  PILKAS RAL 7035,,
313227,0,,2022-01-03 07:26:00.000,,0,WDX_EXPORT,,0,0,Vilmstata UAB,1,WDX_EXPORT,1,1,,1,25138,,,41,2020-02-24 00:00:00.000,0,KDV194000:1      ,KDV194000:1,,11644,2020-02-28 00:00:00.000,OPT/194000:1,5,WDX_EXPORT,25214,0,3taf07  ,7iga5f  ,Daugiabutis,3,0,244,KOE 76 Langas,0,1,,1460,1690,909,1239,4GNP-18TGI-4-18TGI-4GNP,Remelis,TGI  PILKAS RAL 7035,,
313228,0,,2022-01-03 07:26:00.000,,0,WDX_EXPORT,,0,0,Vilmstata UAB,1,WDX_EXPORT,1,1,,1,25138,,,42,2020-02-24 00:00:00.000,0,KDV194000:1      ,KDV194000:1,,11644,2020-02-28 00:00:00.000,OPT/194000:1,5,WDX_EXPORT,25214,0,3taf07  ,7iga5f  ,Daugiabutis,3,0,244,KOE 76 Langas,0,1,,1460,1690,909,1239,4GNP-18TGI-4-18TGI-4GNP,Remelis,TGI  PILKAS RAL 7035,,
313229,0,,2022-01-03 07:26:00.000,,0,WDX_EXPORT,,0,0,Vilmstata UAB,1,WDX_EXPORT,1,1,,1,25138,,,43,2020-02-24 00:00:00.000,0,KDV194000:1      ,KDV194000:1,,11644,2020-02-28 00:00:00.000,OPT/194000:1,5,WDX_EXPORT,25214,0,3taf07  ,7iga5f  ,Daugiabutis,3,0,244,KOE 76 Langas,0,1,,1460,1690,909,1239,4GNP-18TGI-4-18TGI-4GNP,Remelis,TGI  PILKAS RAL 7035,,
313230,0,,2022-01-03 07:26:00.000,,0,WDX_EXPORT,,0,0,Vilmstata UAB,1,WDX_EXPORT,1,1,,1,25138,,,44,2020-02-24 00:00:00.000,0,KDV194000:1      ,KDV194000:1,,11644,2020-02-28 00:00:00.000,OPT/194000:1,5,WDX_EXPORT,25214,0,3taf07  ,7iga5f  ,Daugiabutis,3,0,244,KOE 76 Langas,0,1,,1460,1690,909,1239,4GNP-18TGI-4-18TGI-4GNP,Remelis,TGI  PILKAS RAL 7035,,
313231,0,,2022-01-03 07:26:00.000,,0,WDX_EXPORT,,0,0,Vilmstata UAB,1,WDX_EXPORT,1,1,,1,25138,,,45,2020-02-24 00:00:00.000,0,KDV194000:1      ,KDV194000:1,,11644,2020-02-28 00:00:00.000,OPT/194000:1,5,WDX_EXPORT,25214,0,3taf07  ,7iga5f  ,Daugiabutis,3,0,244,KOE 76 Langas,0,1,,1460,1690,909,1239,4GNP-18TGI-4-18TGI-4GNP,Remelis,TGI  PILKAS RAL 7035,,
313232,0,,2022-01-03 07:26:00.000,,0,WDX_EXPORT,,0,0,Vilmstata UAB,1,WDX_EXPORT,1,1,,1,25138,,,46,2020-02-24 00:00:00.000,0,KDV194000:1      ,KDV194000:1,,11644,2020-02-28 00:00:00.000,OPT/194000:1,5,WDX_EXPORT,25214,0,3taf07  ,7iga5f  ,Daugiabutis,3,0,244,KOE 76 Langas,0,1,,1460,1690,909,1239,4GNP-18TGI-4-18TGI-4GNP,Remelis,TGI  PILKAS RAL 7035,,
313233,0,,2022-01-03 07:26:00.000,,0,WDX_EXPORT,,0,0,Vilmstata UAB,1,WDX_EXPORT,1,1,,1,25138,,,47,2020-02-24 00:00:00.000,0,KDV194000:1      ,KDV194000:1,,11644,2020-02-28 00:00:00.000,OPT/194000:1,5,WDX_EXPORT,25214,0,3taf07  ,7iga5f  ,Daugiabutis,3,0,244,KOE 76 Langas,0,1,,1460,1690,909,1239,4GNP-18TGI-4-18TGI-4GNP,Remelis,TGI  PILKAS RAL 7035,,
313234,0,,2022-01-03 07:26:00.000,,0,WDX_EXPORT,,0,0,Vilmstata UAB,1,WDX_EXPORT,1,1,,1,25138,,,48,2020-02-24 00:00:00.000,0,KDV194000:1      ,KDV194000:1,,11644,2020-02-28 00:00:00.000,OPT/194000:1,5,WDX_EXPORT,25214,0,3taf07  ,7iga5f  ,Daugiabutis,3,0,244,KOE 76 Langas,0,1,,1460,1690,909,1239,4GNP-18TGI-4-18TGI-4GNP,Remelis,TGI  PILKAS RAL 7035,,
313235,0,,2022-01-03 07:26:00.000,,0,WDX_EXPORT,,0,0,Vilmstata UAB,1,WDX_EXPORT,1,1,,1,25138,,,49,2020-02-24 00:00:00.000,0,KDV194000:1      ,KDV194000:1,,11644,2020-02-28 00:00:00.000,OPT/194000:1,5,WDX_EXPORT,25214,0,3taf07  ,7iga5f  ,Daugiabutis,3,0,244,KOE 76 Langas,0,1,,1460,1690,909,1239,4GNP-18TGI-4-18TGI-4GNP,Remelis,TGI  PILKAS RAL 7035,,
313236,0,,2022-01-03 07:26:00.000,,0,WDX_EXPORT,,0,0,Vilmstata UAB,1,WDX_EXPORT,1,1,,1,25138,,,50,2020-02-24 00:00:00.000,0,KDV194000:1      ,KDV194000:1,,11644,2020-02-28 00:00:00.000,OPT/194000:1,5,WDX_EXPORT,25214,0,3taf07  ,7iga5f  ,Daugiabutis,3,0,244,KOE 76 Langas,0,1,,1460,1690,909,1239,4GNP-18TGI-4-18TGI-4GNP,Remelis,TGI  PILKAS RAL 7035,,
313237,0,,2022-01-03 07:26:00.000,,0,WDX_EXPORT,,0,0,Vilmstata UAB,1,WDX_EXPORT,1,1,,1,25138,,,51,2020-02-24 00:00:00.000,0,KDV194000:1      ,KDV194000:1,,11644,2020-02-28 00:00:00.000,OPT/194000:1,5,WDX_EXPORT,25214,0,3taf07  ,7iga5f  ,Daugiabutis,3,0,244,KOE 76 Langas,0,1,,1460,1690,909,1239,4GNP-18TGI-4-18TGI-4GNP,Remelis,TGI  PILKAS RAL 7035,,
313238,0,,2022-01-03 07:26:00.000,,0,WDX_EXPORT,,0,0,Vilmstata UAB,1,WDX_EXPORT,1,1,,1,25138,,,52,2020-02-24 00:00:00.000,0,KDV194000:1      ,KDV194000:1,,11644,2020-02-28 00:00:00.000,OPT/194000:1,5,WDX_EXPORT,25214,0,3taf07  ,7iga5f  ,Daugiabutis,3,0,244,KOE 76 Langas,0,1,,1460,1690,909,1239,4GNP-18TGI-4-18TGI-4GNP,Remelis,TGI  PILKAS RAL 7035,,
313239,0,,2022-01-03 07:26:00.000,,0,WDX_EXPORT,,0,0,Vilmstata UAB,1,WDX_EXPORT,1,1,,1,25138,,,53,2020-02-24 00:00:00.000,0,KDV194000:1      ,KDV194000:1,,11644,2020-02-28 00:00:00.000,OPT/194000:1,5,WDX_EXPORT,25214,0,3taf07  ,7iga5f  ,Daugiabutis,3,0,244,KOE 76 Langas,0,1,,1460,1690,909,1239,4GNP-18TGI-4-18TGI-4GNP,Remelis,TGI  PILKAS RAL 7035,,
