Indeks,Archiwum,Data,DataWejscia,DataZakonczenia,Del,Diler,FirstStanowisko,Hiden,ErrIdx,Klient,LiczbaSzklen,NipDilera,Oscieznica,Pozycja,Skanowanie,Skrzydlo,srcdoc,Stanowisko,StanowiskoPoprzednie,Sztuka,TerminRealizacji,Zakonczone,Zlecenie,ZlecenieDilera,DodOpis,optym,TerminProdukcji,Optymalizacja,DbWHOkna,KodBiura,OptSrcdoc,Vip,ObrazekOsc,ObrazekSkr,Referencja,Priorytet,IloscJedn,Idx_typu,Typ,IloscJednPoz,PozycjaLp,Country,FrameWidth,FrameHeight,SashWidth,SashHeight,Glazing,GlazingFrame,GlazingFrameColor,Color,Paczka
331479,0,2022-06-30 13:57:00.000,2022-06-22 14:27:00.000,2022-06-28 08:03:00.000,0,WDX_EXPORT,25,0,0,AV Projektai UAB,1,WDX_EXPORT,1,1,2,0,53072,6,4,1,2022-06-30 00:00:00.000,1,KW198927                 ,KW198927,,20089,2022-07-05 00:00:00.000,OPT/2022-06-60,5,WDX_EXPORT,53482,0,9jrim8  ,        ,,3,0,341,PROFINE 70 Langas,1,1,,850,1920,0,0,4-16 Ar-4GNP,,,Balta / Balta (Juoda tarpine),
331480,0,2022-06-28 08:04:00.000,2022-06-22 14:27:00.000,2022-06-28 08:03:00.000,0,WDX_EXPORT,25,0,0,AV Projektai UAB,1,WDX_EXPORT,1,1,2,0,53072,6,4,2,2022-06-30 00:00:00.000,1,KW198927                 ,KW198927,,20089,2022-07-05 00:00:00.000,OPT/2022-06-60,5,WDX_EXPORT,53482,0,9jrim8  ,        ,,3,0,341,PROFINE 70 Langas,1,1,,850,1920,0,0,4-16 Ar-4GNP,,,Balta / Balta (Juoda tarpine),
331481,0,2022-06-28 08:04:00.000,2022-06-22 14:27:00.000,2022-06-28 08:03:00.000,0,WDX_EXPORT,25,0,0,AV Projektai UAB,1,WDX_EXPORT,1,2,2,0,53072,6,4,1,2022-06-30 00:00:00.000,1,KW198927                 ,KW198927,,20089,2022-07-05 00:00:00.000,OPT/2022-06-60,5,WDX_EXPORT,53482,0,9psbbg  ,        ,,3,0,341,PROFINE 70 Langas,10,2,,840,1920,0,0,4-16 Ar-4GNP,,,Balta / Balta (Juoda tarpine),
331482,0,2022-06-30 13:56:00.000,2022-06-22 14:27:00.000,2022-06-30 12:53:00.000,0,WDX_EXPORT,25,0,0,AV Projektai UAB,1,WDX_EXPORT,2,2,2,1,53072,4,4,1,2022-06-30 00:00:00.000,1,KW198927                 ,KW198927,,20089,2022-07-05 00:00:00.000,OPT/2022-06-60,5,WDX_EXPORT,53482,0,xhf0    ,34yk92  ,,3,0,356,PROFINE 70 DURYS-T i lauka Palengvintos,0,2,,1590,1920,744,1862,4-16 Ar-4GNP,,,,
331483,0,2022-06-30 13:56:00.000,2022-06-22 14:27:00.000,2022-06-30 12:53:00.000,0,WDX_EXPORT,25,0,0,AV Projektai UAB,1,WDX_EXPORT,2,2,2,2,53072,4,4,1,2022-06-30 00:00:00.000,1,KW198927                 ,KW198927,,20089,2022-07-05 00:00:00.000,OPT/2022-06-60,5,WDX_EXPORT,53482,0,xhf0    ,6eaw53  ,,3,0,356,PROFINE 70 DURYS-T i lauka Palengvintos,0,2,,1590,1920,744,1862,4-16 Ar-4GNP,,,,
331484,0,2022-06-28 08:04:00.000,2022-06-22 14:27:00.000,2022-06-28 08:03:00.000,0,WDX_EXPORT,25,0,0,AV Projektai UAB,1,WDX_EXPORT,3,2,2,0,53072,6,4,1,2022-06-30 00:00:00.000,1,KW198927                 ,KW198927,,20089,2022-07-05 00:00:00.000,OPT/2022-06-60,5,WDX_EXPORT,53482,0,113uo0  ,        ,,3,0,341,PROFINE 70 Langas,10,2,,840,1920,0,0,4-16 Ar-4GNP,,,Balta / Balta (Juoda tarpine),
331485,0,2022-06-30 13:56:00.000,2022-06-22 14:27:00.000,2022-06-30 12:53:00.000,0,WDX_EXPORT,25,0,0,AV Projektai UAB,0,WDX_EXPORT,2,2,2,0,53072,6,4,1,2022-06-30 00:00:00.000,1,KW198927                 ,KW198927,,20089,2022-07-05 00:00:00.000,OPT/2022-06-60,5,WDX_EXPORT,53482,0,xhf0    ,        ,,3,8,356,PROFINE 70 DURYS-T i lauka Palengvintos,10,2,,1590,1920,0,0,,,,Balta / Balta (Juoda tarpine),
331486,0,2022-06-29 17:21:00.000,2022-06-22 14:42:00.000,2022-06-29 07:59:00.000,0,WDX_ONLINE,28,0,0,Toelevering Online B.V,1,WDX_ONLINE,1,1,4,1,52746,39,32,1,2022-06-29 00:00:00.000,1,43303,43303,,20079,2022-07-05 00:00:00.000,OPT/43303,5,WDX_ONLINE,53472,0,6ghsf   ,5gflo   ,,3,0,325,45_90___76106 / 76201,0,1,,1140,990,1036,886,4GNP-16Ar-4-16Ar-33.1GNP,,,,
331487,0,2022-06-29 17:21:00.000,2022-06-22 14:42:00.000,2022-06-28 07:38:00.000,0,WDX_ONLINE,28,0,0,Toelevering Online B.V,1,WDX_ONLINE,1,2,4,1,52746,39,32,1,2022-06-29 00:00:00.000,1,43303,43303,,20079,2022-07-05 00:00:00.000,OPT/43303,5,WDX_ONLINE,53472,0,3ehll4  ,bgab04  ,,3,0,325,45_90___76106 / 76201,0,2,,710,990,606,886,4GNP-16Ar-4-16Ar-33.1GNP,,,,
331488,0,2022-06-29 17:21:00.000,2022-06-22 14:42:00.000,2022-06-29 08:00:00.000,0,WDX_ONLINE,28,0,0,Toelevering Online B.V,1,WDX_ONLINE,1,3,4,1,52746,39,32,1,2022-06-29 00:00:00.000,1,43303,43303,,20079,2022-07-05 00:00:00.000,OPT/43303,5,WDX_ONLINE,53472,0,n9eul   ,7igv31  ,,3,0,325,45_90___76106 / 76201,0,3,,2435,975,760,871,4GNP-16 Ar-4-18 Ar-4GNP,,,,
331489,0,2022-06-29 17:21:00.000,2022-06-22 14:42:00.000,2022-06-29 08:00:00.000,0,WDX_ONLINE,28,0,0,Toelevering Online B.V,1,WDX_ONLINE,1,3,4,2,52746,39,32,1,2022-06-29 00:00:00.000,1,43303,43303,,20079,2022-07-05 00:00:00.000,OPT/43303,5,WDX_ONLINE,53472,0,n9eul   ,3gbrox  ,,3,0,325,45_90___76106 / 76201,0,3,,2435,975,760,871,4GNP-16 Ar-4-18 Ar-4GNP,,,,
331490,0,2022-06-29 17:21:00.000,2022-06-22 14:42:00.000,2022-06-29 07:59:00.000,0,WDX_ONLINE,28,0,0,Toelevering Online B.V,0,WDX_ONLINE,1,1,4,0,52746,6,39,1,2022-06-29 00:00:00.000,1,43303,43303,,20079,2022-07-05 00:00:00.000,OPT/43303,5,WDX_ONLINE,53472,0,6ghsf   ,        ,,3,2,325,45_90___76106 / 76201,2,1,,1140,990,0,0,,,,Balta-vid /02.20.91.000001,
331491,0,2022-06-29 17:21:00.000,2022-06-22 14:42:00.000,2022-06-28 07:38:00.000,0,WDX_ONLINE,28,0,0,Toelevering Online B.V,0,WDX_ONLINE,1,2,4,0,52746,6,39,1,2022-06-29 00:00:00.000,1,43303,43303,,20079,2022-07-05 00:00:00.000,OPT/43303,5,WDX_ONLINE,53472,0,3ehll4  ,        ,,3,2,325,45_90___76106 / 76201,2,2,,710,990,0,0,,,,Balta-vid /02.20.91.000001,
331492,0,2022-06-29 17:21:00.000,2022-06-22 14:42:00.000,2022-06-29 08:00:00.000,0,WDX_ONLINE,28,0,0,Toelevering Online B.V,1,WDX_ONLINE,1,3,4,0,52746,6,39,1,2022-06-29 00:00:00.000,1,43303,43303,,20079,2022-07-05 00:00:00.000,OPT/43303,5,WDX_ONLINE,53472,0,n9eul   ,        ,,3,6,325,45_90___76106 / 76201,6,3,,2435,975,0,0,4GNP-16 Ar-4-18 Ar-4GNP,,,Balta-vid /02.20.91.000001,
331493,0,2022-07-01 08:52:00.000,2022-06-22 14:59:00.000,2022-06-29 10:51:00.000,0,WDX_ONLINE,28,0,0,Toelevering Online B.V,1,WDX_ONLINE,1,1,4,0,52651,6,39,1,2022-06-29 00:00:00.000,1,43156,43156,,20078,2022-07-05 00:00:00.000,OPT/43156,5,WDX_ONLINE,53471,0,7aojkp  ,        ,,3,1,325,45_90___76106 / 76201,1,1,,997,1520,0,0,4GNP-16 Ar-4-18 Ar-4GNP,,,Balta-vid /02.20.11.000001,
331494,0,2022-07-01 08:52:00.000,2022-06-22 14:59:00.000,2022-06-29 10:50:00.000,0,WDX_ONLINE,28,0,0,Toelevering Online B.V,1,WDX_ONLINE,1,2,4,1,52651,39,32,1,2022-06-29 00:00:00.000,1,43156,43156,,20078,2022-07-05 00:00:00.000,OPT/43156,5,WDX_ONLINE,53471,0,2e4jpk  ,2bthiu  ,,3,0,325,45_90___76106 / 76201,0,2,,1880,1520,875,1416,4GNP-16 Ar-4-18 Ar-4GNP,,,,
331495,0,2022-07-01 08:52:00.000,2022-06-22 14:59:00.000,2022-06-29 10:51:00.000,0,WDX_ONLINE,28,0,0,Toelevering Online B.V,1,WDX_ONLINE,1,3,4,0,52651,6,39,1,2022-06-29 00:00:00.000,1,43156,43156,,20078,2022-07-05 00:00:00.000,OPT/43156,5,WDX_ONLINE,53471,0,221roc  ,        ,,3,1,325,45_90___76106 / 76201,1,3,,997,1760,0,0,4GNP-16 Ar-4-18 Ar-4GNP,,,Balta-vid /02.20.11.000001,
331496,0,2022-07-01 08:52:00.000,2022-06-22 14:59:00.000,2022-06-29 10:51:00.000,0,WDX_ONLINE,28,0,0,Toelevering Online B.V,1,WDX_ONLINE,1,4,4,1,52651,39,32,1,2022-06-29 00:00:00.000,1,43156,43156,,20078,2022-07-05 00:00:00.000,OPT/43156,5,WDX_ONLINE,53471,0,3tzjg0  ,lyy20   ,,3,0,325,45_90___76106 / 76201,0,4,,1507,1325,689,1221,4GNP-16 Ar-4-18 Ar-4GNP,,,,
331497,0,2022-07-01 08:52:00.000,2022-06-22 14:59:00.000,2022-06-29 10:46:00.000,0,WDX_ONLINE,28,0,0,Toelevering Online B.V,1,WDX_ONLINE,1,4,4,1,52651,39,32,2,2022-06-29 00:00:00.000,1,43156,43156,,20078,2022-07-05 00:00:00.000,OPT/43156,5,WDX_ONLINE,53471,0,3tzjg0  ,lyy20   ,,3,0,325,45_90___76106 / 76201,0,4,,1507,1325,689,1221,4GNP-16 Ar-4-18 Ar-4GNP,,,,
331498,0,2022-07-01 08:52:00.000,2022-06-22 14:59:00.000,2022-06-29 10:51:00.000,0,WDX_ONLINE,28,0,0,Toelevering Online B.V,1,WDX_ONLINE,1,4,4,1,52651,39,32,3,2022-06-29 00:00:00.000,1,43156,43156,,20078,2022-07-05 00:00:00.000,OPT/43156,5,WDX_ONLINE,53471,0,3tzjg0  ,lyy20   ,,3,0,325,45_90___76106 / 76201,0,4,,1507,1325,689,1221,4GNP-16 Ar-4-18 Ar-4GNP,,,,
331499,0,2022-07-01 08:52:00.000,2022-06-22 14:59:00.000,2022-06-29 10:50:00.000,0,WDX_ONLINE,28,0,0,Toelevering Online B.V,1,WDX_ONLINE,1,5,4,1,52651,39,32,1,2022-06-29 00:00:00.000,1,43156,43156,,20078,2022-07-05 00:00:00.000,OPT/43156,5,WDX_ONLINE,53471,0,1v20wx  ,79464,,3,0,325,45_90___76106 / 76201,0,5,,1507,1325,689,1221,4GNP-16 Ar-4-18 Ar-4GNP,,,,
331500,0,2022-07-01 08:52:00.000,2022-06-22 14:59:00.000,2022-06-29 10:51:00.000,0,WDX_ONLINE,28,0,0,Toelevering Online B.V,1,WDX_ONLINE,1,5,4,1,52651,39,32,2,2022-06-29 00:00:00.000,1,43156,43156,,20078,2022-07-05 00:00:00.000,OPT/43156,5,WDX_ONLINE,53471,0,1v20wx  ,79464,,3,0,325,45_90___76106 / 76201,0,5,,1507,1325,689,1221,4GNP-16 Ar-4-18 Ar-4GNP,,,,
331501,0,2022-07-01 08:52:00.000,2022-06-22 14:59:00.000,2022-06-29 10:50:00.000,0,WDX_ONLINE,28,0,0,Toelevering Online B.V,1,WDX_ONLINE,1,2,4,0,52651,6,39,1,2022-06-29 00:00:00.000,1,43156,43156,,20078,2022-07-05 00:00:00.000,OPT/43156,5,WDX_ONLINE,53471,0,2e4jpk  ,        ,,3,3,325,45_90___76106 / 76201,3,2,,1880,1520,0,0,4GNP-16 Ar-4-18 Ar-4GNP,,,Balta-vid /02.20.11.000001,
331502,0,2022-07-01 08:52:00.000,2022-06-22 14:59:00.000,2022-06-29 10:51:00.000,0,WDX_ONLINE,28,0,0,Toelevering Online B.V,1,WDX_ONLINE,1,4,4,0,52651,6,39,1,2022-06-29 00:00:00.000,1,43156,43156,,20078,2022-07-05 00:00:00.000,OPT/43156,5,WDX_ONLINE,53471,0,3tzjg0  ,        ,,3,3,325,45_90___76106 / 76201,10,4,,1507,1325,0,0,4GNP-16 Ar-4-18 Ar-4GNP,,,Balta-vid /02.20.11.000001,
331503,0,2022-07-01 08:52:00.000,2022-06-22 14:59:00.000,2022-06-29 10:46:00.000,0,WDX_ONLINE,28,0,0,Toelevering Online B.V,1,WDX_ONLINE,1,4,4,0,52651,6,39,2,2022-06-29 00:00:00.000,1,43156,43156,,20078,2022-07-05 00:00:00.000,OPT/43156,5,WDX_ONLINE,53471,0,3tzjg0  ,        ,,3,3,325,45_90___76106 / 76201,10,4,,1507,1325,0,0,4GNP-16 Ar-4-18 Ar-4GNP,,,Balta-vid /02.20.11.000001,
331504,0,2022-07-01 08:52:00.000,2022-06-22 14:59:00.000,2022-06-29 10:51:00.000,0,WDX_ONLINE,28,0,0,Toelevering Online B.V,1,WDX_ONLINE,1,4,4,0,52651,6,39,3,2022-06-29 00:00:00.000,1,43156,43156,,20078,2022-07-05 00:00:00.000,OPT/43156,5,WDX_ONLINE,53471,0,3tzjg0  ,        ,,3,3,325,45_90___76106 / 76201,10,4,,1507,1325,0,0,4GNP-16 Ar-4-18 Ar-4GNP,,,Balta-vid /02.20.11.000001,
331505,0,2022-07-01 08:52:00.000,2022-06-22 14:59:00.000,2022-06-29 10:50:00.000,0,WDX_ONLINE,28,0,0,Toelevering Online B.V,1,WDX_ONLINE,1,5,4,0,52651,6,39,1,2022-06-29 00:00:00.000,1,43156,43156,,20078,2022-07-05 00:00:00.000,OPT/43156,5,WDX_ONLINE,53471,0,1v20wx  ,        ,,3,3,325,45_90___76106 / 76201,7,5,,1507,1325,0,0,4GNP-16 Ar-4-18 Ar-4GNP,,,Balta-vid /02.20.11.000001,
331506,0,2022-07-01 08:52:00.000,2022-06-22 14:59:00.000,2022-06-29 10:51:00.000,0,WDX_ONLINE,28,0,0,Toelevering Online B.V,1,WDX_ONLINE,1,5,4,0,52651,6,39,2,2022-06-29 00:00:00.000,1,43156,43156,,20078,2022-07-05 00:00:00.000,OPT/43156,5,WDX_ONLINE,53471,0,1v20wx  ,        ,,3,3,325,45_90___76106 / 76201,7,5,,1507,1325,0,0,4GNP-16 Ar-4-18 Ar-4GNP,,,Balta-vid /02.20.11.000001,
331507,0,2022-06-29 17:10:00.000,2022-06-22 15:39:00.000,2022-06-29 07:11:00.000,0,WDX_ONLINE,28,0,0,Toelevering Online B.V,1,WDX_ONLINE,1,1,4,1,52573,39,32,1,2022-07-27 00:00:00.000,1,43086,43086,,20077,2022-07-05 00:00:00.000,OPT/43086,5,WDX_ONLINE,53470,0,1v1c7x  ,d2y8m0  ,,3,0,325,45_90___76106 / 76201,0,1,,995,745,891,641,4GNP-16 Ar-4-18 Ar-4GNP,,,,
331508,0,2022-06-29 17:10:00.000,2022-06-22 15:39:00.000,2022-06-29 07:11:00.000,0,WDX_ONLINE,28,0,0,Toelevering Online B.V,1,WDX_ONLINE,1,2,4,1,52573,39,32,1,2022-07-27 00:00:00.000,1,43086,43086,,20077,2022-07-05 00:00:00.000,OPT/43086,5,WDX_ONLINE,53470,0,tjx7o   ,3fetws  ,,3,0,325,45_90___76106 / 76201,0,2,,995,745,891,641,4GNP-16 Ar-4-18 Ar-4GNP,,,,
331509,0,2022-06-29 17:10:00.000,2022-06-22 15:39:00.000,2022-06-29 07:11:00.000,0,WDX_ONLINE,28,0,0,Toelevering Online B.V,0,WDX_ONLINE,1,1,4,0,52573,6,39,1,2022-07-27 00:00:00.000,1,43086,43086,,20077,2022-07-05 00:00:00.000,OPT/43086,5,WDX_ONLINE,53470,0,1v1c7x  ,        ,,3,2,325,45_90___76106 / 76201,2,1,,995,745,0,0,,,,Balta-vid /02.20.11.000001,
331510,0,2022-06-29 17:10:00.000,2022-06-22 15:39:00.000,2022-06-29 07:11:00.000,0,WDX_ONLINE,28,0,0,Toelevering Online B.V,0,WDX_ONLINE,1,2,4,0,52573,6,39,1,2022-07-27 00:00:00.000,1,43086,43086,,20077,2022-07-05 00:00:00.000,OPT/43086,5,WDX_ONLINE,53470,0,tjx7o   ,        ,,3,2,325,45_90___76106 / 76201,2,2,,995,745,0,0,,,,Balta-vid /02.20.11.000001,
331511,0,2022-06-29 17:20:00.000,2022-06-22 16:12:00.000,2022-06-29 07:12:00.000,0,WDX_ONLINE,28,0,0,Toelevering Online B.V,1,WDX_ONLINE,1,1,4,1,52173,39,32,1,2022-06-30 00:00:00.000,1,41394,41394,,20076,2022-07-05 00:00:00.000,OPT/41394,5,WDX_ONLINE,53469,0,2ywrbo  ,2hf9ei  ,,3,0,317,G_K-V CLASIC 76305/76205/DTS DURYS i lauka(vaizdas,0,1,,900,2160,790,2065,33.1-16 Arg-33.1GNP,,,,
331512,0,2022-06-29 17:20:00.000,2022-06-22 16:12:00.000,2022-06-29 07:12:00.000,0,WDX_ONLINE,28,0,0,Toelevering Online B.V,1,WDX_ONLINE,1,2,4,0,52173,6,39,1,2022-06-30 00:00:00.000,1,41394,41394,,20076,2022-07-05 00:00:00.000,OPT/41394,5,WDX_ONLINE,53469,0,3er8kq  ,        ,,3,0,289,G_K-VISION 76 CLASSIC 76302/76201,1,2,,1000,2160,0,0,33.1-16 Arg-33.1GNP,,,Balta / Balta (Juoda tarpine),
331513,0,2022-06-29 17:20:00.000,2022-06-22 16:12:00.000,2022-06-29 07:12:00.000,0,WDX_ONLINE,28,0,0,Toelevering Online B.V,1,WDX_ONLINE,1,2,4,0,52173,6,39,2,2022-06-30 00:00:00.000,1,41394,41394,,20076,2022-07-05 00:00:00.000,OPT/41394,5,WDX_ONLINE,53469,0,3er8kq  ,        ,,3,0,289,G_K-VISION 76 CLASSIC 76302/76201,1,2,,1000,2160,0,0,33.1-16 Arg-33.1GNP,,,Balta / Balta (Juoda tarpine),
331514,0,2022-06-29 17:20:00.000,2022-06-22 16:12:00.000,2022-06-29 07:12:00.000,0,WDX_ONLINE,28,0,0,Toelevering Online B.V,0,WDX_ONLINE,1,1,4,0,52173,6,39,1,2022-06-30 00:00:00.000,1,41394,41394,,20076,2022-07-05 00:00:00.000,OPT/41394,5,WDX_ONLINE,53469,0,2ywrbo  ,        ,,3,5,317,G_K-V CLASIC 76305/76205/DTS DURYS i lauka(vaizdas,5,1,,900,2160,0,0,,,,Balta / Balta (Juoda tarpine),
331515,0,2022-07-04 15:08:00.000,2022-06-22 16:55:00.000,2022-07-01 13:37:00.000,0,WDX_EXPORT,28,0,0,Dekker KozijnProjecten B.V.,1,WDX_EXPORT,1,1,4,0,51743,6,39,1,2022-06-22 00:00:00.000,1,HO198077:17              ,HO198077:17,,20038,2022-07-01 00:00:00.000,OPT/198077-17,5,WDX_EXPORT,53278,0,1poy4v  ,        ,,3,0,283,G_K-VISION 76 76106 / 76201,8,1,,514,2156,0,0,33.1GNP-14Ar-4-16-33.1GNP,,,Balta / Balta (Juoda tarpine),
331516,0,2022-07-04 15:08:00.000,2022-06-22 16:55:00.000,2022-07-01 13:37:00.000,0,WDX_EXPORT,28,0,0,Dekker KozijnProjecten B.V.,1,WDX_EXPORT,1,1,4,0,51743,6,39,2,2022-06-22 00:00:00.000,1,HO198077:17              ,HO198077:17,,20038,2022-07-01 00:00:00.000,OPT/198077-17,5,WDX_EXPORT,53278,0,1poy4v  ,        ,,3,0,283,G_K-VISION 76 76106 / 76201,8,1,,514,2156,0,0,33.1GNP-14Ar-4-16-33.1GNP,,,Balta / Balta (Juoda tarpine),
331517,0,2022-07-04 15:08:00.000,2022-06-22 16:55:00.000,2022-07-01 13:37:00.000,0,WDX_EXPORT,28,0,0,Dekker KozijnProjecten B.V.,1,WDX_EXPORT,1,1,4,0,51743,6,39,3,2022-06-22 00:00:00.000,1,HO198077:17              ,HO198077:17,,20038,2022-07-01 00:00:00.000,OPT/198077-17,5,WDX_EXPORT,53278,0,1poy4v  ,        ,,3,0,283,G_K-VISION 76 76106 / 76201,8,1,,514,2156,0,0,33.1GNP-14Ar-4-16-33.1GNP,,,Balta / Balta (Juoda tarpine),
331518,0,2022-07-04 15:08:00.000,2022-06-22 16:55:00.000,2022-07-01 13:37:00.000,0,WDX_EXPORT,28,0,0,Dekker KozijnProjecten B.V.,1,WDX_EXPORT,1,1,4,0,51743,6,39,4,2022-06-22 00:00:00.000,1,HO198077:17              ,HO198077:17,,20038,2022-07-01 00:00:00.000,OPT/198077-17,5,WDX_EXPORT,53278,0,1poy4v  ,        ,,3,0,283,G_K-VISION 76 76106 / 76201,8,1,,514,2156,0,0,33.1GNP-14Ar-4-16-33.1GNP,,,Balta / Balta (Juoda tarpine),
331519,0,2022-07-04 15:08:00.000,2022-06-22 16:55:00.000,2022-07-01 13:36:00.000,0,WDX_EXPORT,28,0,0,Dekker KozijnProjecten B.V.,1,WDX_EXPORT,1,1,4,0,51743,6,39,5,2022-06-22 00:00:00.000,1,HO198077:17              ,HO198077:17,,20038,2022-07-01 00:00:00.000,OPT/198077-17,5,WDX_EXPORT,53278,0,1poy4v  ,        ,,3,0,283,G_K-VISION 76 76106 / 76201,8,1,,514,2156,0,0,33.1GNP-14Ar-4-16-33.1GNP,,,Balta / Balta (Juoda tarpine),
331520,0,2022-07-04 15:08:00.000,2022-06-22 16:55:00.000,2022-07-01 13:36:00.000,0,WDX_EXPORT,28,0,0,Dekker KozijnProjecten B.V.,1,WDX_EXPORT,1,1,4,0,51743,6,39,6,2022-06-22 00:00:00.000,1,HO198077:17              ,HO198077:17,,20038,2022-07-01 00:00:00.000,OPT/198077-17,5,WDX_EXPORT,53278,0,1poy4v  ,        ,,3,0,283,G_K-VISION 76 76106 / 76201,8,1,,514,2156,0,0,33.1GNP-14Ar-4-16-33.1GNP,,,Balta / Balta (Juoda tarpine),
331521,0,2022-07-04 15:08:00.000,2022-06-22 16:55:00.000,2022-07-01 13:37:00.000,0,WDX_EXPORT,28,0,0,Dekker KozijnProjecten B.V.,1,WDX_EXPORT,1,1,4,0,51743,6,39,7,2022-06-22 00:00:00.000,1,HO198077:17              ,HO198077:17,,20038,2022-07-01 00:00:00.000,OPT/198077-17,5,WDX_EXPORT,53278,0,1poy4v  ,        ,,3,0,283,G_K-VISION 76 76106 / 76201,8,1,,514,2156,0,0,33.1GNP-14Ar-4-16-33.1GNP,,,Balta / Balta (Juoda tarpine),
331522,0,2022-07-04 15:08:00.000,2022-06-22 16:55:00.000,2022-07-04 10:51:00.000,0,WDX_EXPORT,28,0,0,Dekker KozijnProjecten B.V.,1,WDX_EXPORT,1,1,4,0,51743,6,39,8,2022-06-22 00:00:00.000,1,HO198077:17              ,HO198077:17,,20038,2022-07-01 00:00:00.000,OPT/198077-17,5,WDX_EXPORT,53278,0,1poy4v  ,        ,,3,0,283,G_K-VISION 76 76106 / 76201,8,1,,514,2156,0,0,33.1GNP-14Ar-4-16-33.1GNP,,,Balta / Balta (Juoda tarpine),
331523,0,2022-07-04 15:08:00.000,2022-06-22 16:55:00.000,2022-07-01 11:54:00.000,0,WDX_EXPORT,28,0,0,Dekker KozijnProjecten B.V.,1,WDX_EXPORT,1,2,4,1,51743,39,32,1,2022-06-22 00:00:00.000,1,HO198077:17              ,HO198077:17,,20038,2022-07-01 00:00:00.000,OPT/198077-17,5,WDX_EXPORT,53278,0,1gp3ow  ,1cs0uo  ,,3,0,306,G_K-VISION 76 76108 / 76205,0,2,,1874,2156,895,2042,33.1GNP-14Ar-4-16-33.1GNP,,,,
331524,0,2022-07-04 15:08:00.000,2022-06-22 16:55:00.000,2022-07-04 07:58:00.000,0,WDX_EXPORT,28,0,0,Dekker KozijnProjecten B.V.,1,WDX_EXPORT,1,2,4,1,51743,39,32,2,2022-06-22 00:00:00.000,1,HO198077:17              ,HO198077:17,,20038,2022-07-01 00:00:00.000,OPT/198077-17,5,WDX_EXPORT,53278,0,1gp3ow  ,1cs0uo  ,,3,0,306,G_K-VISION 76 76108 / 76205,0,2,,1874,2156,895,2042,33.1GNP-14Ar-4-16-33.1GNP,,,,
331525,0,2022-07-04 15:08:00.000,2022-06-22 16:55:00.000,2022-07-04 07:58:00.000,0,WDX_EXPORT,28,0,0,Dekker KozijnProjecten B.V.,1,WDX_EXPORT,1,2,4,1,51743,39,32,3,2022-06-22 00:00:00.000,1,HO198077:17              ,HO198077:17,,20038,2022-07-01 00:00:00.000,OPT/198077-17,5,WDX_EXPORT,53278,0,1gp3ow  ,1cs0uo  ,,3,0,306,G_K-VISION 76 76108 / 76205,0,2,,1874,2156,895,2042,33.1GNP-14Ar-4-16-33.1GNP,,,,
331526,0,2022-07-04 15:08:00.000,2022-06-22 16:55:00.000,2022-07-04 07:45:00.000,0,WDX_EXPORT,28,0,0,Dekker KozijnProjecten B.V.,1,WDX_EXPORT,1,2,4,1,51743,39,32,4,2022-06-22 00:00:00.000,1,HO198077:17              ,HO198077:17,,20038,2022-07-01 00:00:00.000,OPT/198077-17,5,WDX_EXPORT,53278,0,1gp3ow  ,1cs0uo  ,,3,0,306,G_K-VISION 76 76108 / 76205,0,2,,1874,2156,895,2042,33.1GNP-14Ar-4-16-33.1GNP,,,,
331527,0,2022-07-04 15:08:00.000,2022-06-22 16:55:00.000,2022-07-01 11:55:00.000,0,WDX_EXPORT,28,0,0,Dekker KozijnProjecten B.V.,1,WDX_EXPORT,1,2,4,1,51743,39,32,5,2022-06-22 00:00:00.000,1,HO198077:17              ,HO198077:17,,20038,2022-07-01 00:00:00.000,OPT/198077-17,5,WDX_EXPORT,53278,0,1gp3ow  ,1cs0uo  ,,3,0,306,G_K-VISION 76 76108 / 76205,0,2,,1874,2156,895,2042,33.1GNP-14Ar-4-16-33.1GNP,,,,
331528,0,2022-07-04 15:08:00.000,2022-06-22 16:55:00.000,2022-07-01 11:55:00.000,0,WDX_EXPORT,28,0,0,Dekker KozijnProjecten B.V.,1,WDX_EXPORT,1,2,4,1,51743,39,32,6,2022-06-22 00:00:00.000,1,HO198077:17              ,HO198077:17,,20038,2022-07-01 00:00:00.000,OPT/198077-17,5,WDX_EXPORT,53278,0,1gp3ow  ,1cs0uo  ,,3,0,306,G_K-VISION 76 76108 / 76205,0,2,,1874,2156,895,2042,33.1GNP-14Ar-4-16-33.1GNP,,,,
331529,0,2022-07-04 15:08:00.000,2022-06-22 16:55:00.000,2022-07-01 11:55:00.000,0,WDX_EXPORT,28,0,0,Dekker KozijnProjecten B.V.,1,WDX_EXPORT,1,2,4,1,51743,39,32,7,2022-06-22 00:00:00.000,1,HO198077:17              ,HO198077:17,,20038,2022-07-01 00:00:00.000,OPT/198077-17,5,WDX_EXPORT,53278,0,1gp3ow  ,1cs0uo  ,,3,0,306,G_K-VISION 76 76108 / 76205,0,2,,1874,2156,895,2042,33.1GNP-14Ar-4-16-33.1GNP,,,,
